facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-PN-HRRP,182.0,nan,1.0134,18.1743,17.9342,34.0,2019-07-01,2022-06-30
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-AMI-HRRP,,nan,1.0059,18.1013,17.9944,,2019-07-01,2022-06-30
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-HF-HRRP,118.0,nan,1.0774,21.2149,19.691,30.0,2019-07-01,2022-06-30
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-HF-HRRP,202.0,nan,1.0244,20.0006,19.525,42.0,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-PN-HRRP,149.0,nan,1.0306,17.4006,16.8843,28.0,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-HIP-KNEE-HRRP,,nan,1.2191,5.3924,4.4234,,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-COPD-HRRP,106.0,nan,1.0684,22.1872,20.767,28.0,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-AMI-HRRP,,nan,1.047,14.9801,14.3072,,2019-07-01,2022-06-30
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,50228,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-HF-HRRP,64.0,nan,1.0336,21.5276,20.8275,16.0,2019-07-01,2022-06-30
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-PN-HRRP,221.0,nan,1.0519,19.6381,18.6689,47.0,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-HF-HRRP,237.0,nan,1.022,20.0634,19.6309,49.0,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-COPD-HRRP,51.0,nan,1.0288,21.7549,21.1466,13.0,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-AMI-HRRP,,nan,0.9401,12.6539,13.4604,,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-CABG-HRRP,,nan,0.9883,11.0998,11.2313,,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9494,3.7963,3.9985,,2019-07-01,2022-06-30
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-PN-HRRP,108.0,nan,0.9959,16.9239,16.9929,18.0,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-HF-HRRP,268.0,nan,1.0435,20.9566,20.0837,59.0,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-COPD-HRRP,58.0,nan,1.0,18.9694,18.9701,11.0,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-CABG-HRRP,,nan,1.0326,11.0878,10.7376,,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-HIP-KNEE-HRRP,,nan,0.8053,2.9799,3.7004,,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-PN-HRRP,178.0,nan,0.9466,15.5503,16.4272,24.0,2019-07-01,2022-06-30
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-AMI-HRRP,233.0,nan,0.8511,10.1253,11.8965,16.0,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-HF-HRRP,,nan,1.0457,20.131,19.2504,,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9053,4.1039,4.5331,,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-PN-HRRP,,nan,1.0055,14.9761,14.8946,,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0033,4.9977,4.9812,,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-COPD-HRRP,168.0,nan,1.1156,20.1486,18.0608,41.0,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-PN-HRRP,406.0,nan,1.1469,19.7895,17.2551,90.0,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-HF-HRRP,497.0,nan,1.1731,23.7485,20.244,129.0,2019-07-01,2022-06-30
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-AMI-HRRP,178.0,nan,0.9992,12.9439,12.9546,23.0,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-HF-HRRP,207.0,nan,1.1346,23.3939,20.6193,57.0,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-COPD-HRRP,118.0,nan,1.0371,20.8482,20.102,27.0,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-AMI-HRRP,,nan,0.9846,12.7241,12.9231,,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-PN-HRRP,286.0,nan,1.1384,19.8864,17.468,66.0,2019-07-01,2022-06-30
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-HIP-KNEE-HRRP,,nan,1.3635,6.6347,4.8661,,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-COPD-HRRP,67.0,nan,1.0035,20.5466,20.4751,14.0,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-PN-HRRP,500.0,nan,1.0265,18.4346,17.9595,94.0,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-AMI-HRRP,108.0,nan,1.0546,17.8318,16.9092,22.0,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-HF-HRRP,361.0,nan,1.034,21.2579,20.5586,79.0,2019-07-01,2022-06-30
USC ARCADIA HOSPITAL,50238,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9612,4.2246,4.3953,,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-PN-HRRP,803.0,nan,1.1221,20.4029,18.1831,172.0,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-HF-HRRP,666.0,nan,1.0635,22.6422,21.2913,155.0,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-COPD-HRRP,157.0,nan,1.0085,20.027,19.8581,32.0,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-AMI-HRRP,243.0,nan,0.8939,13.3863,14.9746,27.0,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-CABG-HRRP,,nan,0.9365,10.263,10.9594,,2019-07-01,2022-06-30
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-HIP-KNEE-HRRP,,nan,0.8232,4.6186,5.6104,,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9792,5.1967,5.3069,,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-COPD-HRRP,94.0,nan,1.0211,20.8449,20.4132,21.0,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-CABG-HRRP,,nan,1.062,10.2378,9.6402,,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-HF-HRRP,443.0,nan,1.0045,18.669,18.5847,83.0,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-PN-HRRP,260.0,nan,1.0602,16.5499,15.6095,47.0,2019-07-01,2022-06-30
DOMINICAN HOSPITAL,50242,CA,READM-30-AMI-HRRP,199.0,nan,0.9265,10.8682,11.7298,18.0,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-PN-HRRP,158.0,nan,1.0776,18.8421,17.4859,35.0,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-COPD-HRRP,63.0,nan,1.0079,18.2357,18.0924,12.0,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-HF-HRRP,156.0,nan,1.0278,22.5046,21.8961,37.0,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-AMI-HRRP,142.0,nan,1.0613,14.1562,13.339,23.0,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-CABG-HRRP,,nan,1.0243,9.5628,9.3361,,2019-07-01,2022-06-30
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-HF-HRRP,73.0,nan,0.9632,21.327,22.1418,13.0,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-PN-HRRP,,nan,0.9547,17.2419,18.0597,,2019-07-01,2022-06-30
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-HF-HRRP,67.0,nan,1.0407,19.9293,19.1497,16.0,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-PN-HRRP,64.0,nan,1.0344,15.2394,14.7332,12.0,2019-07-01,2022-06-30
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-COPD-HRRP,,nan,1.0349,17.6831,17.086,,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-COPD-HRRP,82.0,nan,1.0229,20.1097,19.6587,18.0,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-HF-HRRP,231.0,nan,1.0295,20.3752,19.7922,49.0,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-PN-HRRP,239.0,nan,0.956,14.2182,14.8727,31.0,2019-07-01,2022-06-30
MARSHALL MEDICAL CENTER,50254,CA,READM-30-HIP-KNEE-HRRP,,nan,1.14,5.7019,5.0015,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-PN-HRRP,,nan,0.9222,17.3905,18.8574,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-COPD-HRRP,,nan,0.9715,17.7552,18.2769,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-COPD-HRRP,82.0,nan,1.1341,23.7645,20.955,28.0,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-PN-HRRP,208.0,nan,1.0194,17.1539,16.827,37.0,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-AMI-HRRP,,nan,1.0226,15.0722,14.7388,,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-HF-HRRP,142.0,nan,0.997,21.9753,22.0412,31.0,2019-07-01,2022-06-30
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9902,3.4644,3.4986,,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-PN-HRRP,271.0,nan,0.9737,18.7765,19.2843,49.0,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-HF-HRRP,344.0,nan,0.9754,21.4222,21.9614,72.0,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-COPD-HRRP,,nan,0.9589,18.2564,19.0383,,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-AMI-HRRP,,nan,0.8714,12.6087,14.4696,,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-CABG-HRRP,,nan,0.8944,10.8626,12.1448,,2019-07-01,2022-06-30
RONALD REAGAN UCLA MEDICAL CENTER,50262,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9176,4.1279,4.4984,,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-HF-HRRP,80.0,nan,0.9636,18.0367,18.7182,12.0,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-PN-HRRP,141.0,nan,0.9768,17.4674,17.8824,23.0,2019-07-01,2022-06-30
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-HF-HRRP,72.0,nan,1.0069,20.1922,20.0535,15.0,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-COPD-HRRP,,nan,1.015,19.078,18.7965,,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
CONTRA COSTA REGIONAL MEDICAL CENTER,50276,CA,READM-30-PN-HRRP,,nan,0.9413,13.5943,14.4425,,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-HF-HRRP,384.0,nan,0.9714,21.3459,21.9732,80.0,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-COPD-HRRP,,nan,0.962,19.0028,19.7527,,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-HIP-KNEE-HRRP,,nan,1.1363,5.6025,4.9306,,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-PN-HRRP,187.0,nan,1.0708,20.3985,19.0493,43.0,2019-07-01,2022-06-30
PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,READM-30-AMI-HRRP,,nan,0.9965,16.1552,16.2117,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-HF-HRRP,,nan,1.0612,20.2772,19.1072,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HI-DESERT MEDICAL CENTER,50279,CA,READM-30-PN-HRRP,,nan,1.0323,13.9188,13.4835,,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-PN-HRRP,459.0,nan,1.0349,17.7845,17.1845,84.0,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0183,4.6397,4.5565,,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-COPD-HRRP,201.0,nan,0.9063,17.0495,18.8127,28.0,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-HF-HRRP,397.0,nan,1.0187,20.5937,20.2158,83.0,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-CABG-HRRP,46.0,nan,1.1466,15.1024,13.1719,11.0,2019-07-01,2022-06-30
MERCY MEDICAL CENTER REDDING,50280,CA,READM-30-AMI-HRRP,258.0,nan,0.9054,12.7427,14.0736,28.0,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-HF-HRRP,,nan,1.0039,20.7207,20.64,,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-PN-HRRP,159.0,nan,1.1511,20.1516,17.5058,42.0,2019-07-01,2022-06-30
ALHAMBRA HOSPITAL MEDICAL CENTER,50281,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-COPD-HRRP,90.0,nan,0.9695,20.0644,20.6952,16.0,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-CABG-HRRP,,nan,0.9141,10.2307,11.1923,,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-PN-HRRP,217.0,nan,0.9921,15.9146,16.0409,34.0,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-AMI-HRRP,,nan,0.9578,13.5524,14.1502,,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-HF-HRRP,314.0,nan,0.9396,19.1479,20.3788,56.0,2019-07-01,2022-06-30
STANFORD HEALTH CARE - VALLEYCARE,50283,CA,READM-30-HIP-KNEE-HRRP,,nan,0.7618,3.8063,4.9967,,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-PN-HRRP,109.0,nan,1.0205,15.2713,14.9648,18.0,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-HF-HRRP,158.0,nan,1.0628,20.2388,19.0431,36.0,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-COPD-HRRP,,nan,1.0031,17.4396,17.3853,,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-AMI-HRRP,63.0,nan,1.0297,15.1454,14.7092,11.0,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-CABG-HRRP,,nan,1.0057,11.3574,11.2925,,2019-07-01,2022-06-30
AHMC SETON MEDICAL CENTER,50289,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-HIP-KNEE-HRRP,1730.0,nan,0.6159,2.6774,4.3472,39.0,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-COPD-HRRP,76.0,nan,1.0866,21.5584,19.8405,22.0,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-CABG-HRRP,,nan,0.91,9.7366,10.7,,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-HF-HRRP,321.0,nan,0.9963,19.7036,19.7775,63.0,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-PN-HRRP,355.0,nan,1.1043,19.1642,17.3546,75.0,2019-07-01,2022-06-30
SAINT JOHN'S HEALTH CENTER,50290,CA,READM-30-AMI-HRRP,149.0,nan,1.0317,14.3973,13.9553,23.0,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-PN-HRRP,116.0,nan,0.9829,16.5394,16.8277,18.0,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-HF-HRRP,211.0,nan,0.9555,18.4801,19.3413,36.0,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-AMI-HRRP,169.0,nan,0.9301,11.5111,12.376,16.0,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-COPD-HRRP,,nan,0.9399,21.1438,22.496,,2019-07-01,2022-06-30
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,READM-30-HIP-KNEE-HRRP,,nan,0.8798,3.934,4.4714,,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-HF-HRRP,123.0,nan,1.0888,23.6733,21.743,35.0,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-COPD-HRRP,,nan,0.9718,23.0482,23.7179,,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-PN-HRRP,,nan,0.9359,17.8451,19.0672,,2019-07-01,2022-06-30
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-HF-HRRP,98.0,nan,0.9898,19.0576,19.2536,18.0,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9025,4.7899,5.3075,,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-PN-HRRP,202.0,nan,0.9846,15.8682,16.1172,31.0,2019-07-01,2022-06-30
MERCY HOSPITAL,50295,CA,READM-30-COPD-HRRP,,nan,0.9577,17.5635,18.3398,,2019-07-01,2022-06-30
BARSTOW COMMUNITY HOSPITAL,50298,CA,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BARSTOW COMMUNITY HOSPITAL,50298,CA,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
