facility_name,facility_id,state,measurename,numberofdischarges,footnote,excessreadmissionratio,predictedreadmissionrate,expectedreadmissionrate,numberofreadmissions,start_date,end_date
VICTOR VALLEY GLOBAL MEDICAL CENTER,50517,CA,READM-30-PN-HRRP,73.0,nan,1.0148,19.0496,18.7716,15.0,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-AMI-HRRP,98.0,nan,0.97,16.1505,16.6493,14.0,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-COPD-HRRP,220.0,nan,1.0405,22.4297,21.556,53.0,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-HF-HRRP,414.0,nan,1.1139,26.2205,23.5391,116.0,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0155,4.9223,4.8471,,2017-07-01,2019-12-01
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-PN-HRRP,264.0,nan,1.0266,17.8389,17.3773,49.0,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-COPD-HRRP,44.0,nan,1.0409,23.2213,22.3089,14.0,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-HF-HRRP,58.0,nan,1.0442,24.2141,23.1894,17.0,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
HUNTINGTON BEACH HOSPITAL,50526,CA,READM-30-PN-HRRP,147.0,nan,1.0211,20.6931,20.2651,32.0,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-COPD-HRRP,45.0,nan,1.0274,19.1597,18.6487,11.0,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-HF-HRRP,,nan,0.9411,20.8691,22.1745,,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
MEMORIAL HOSPITAL LOS BANOS,50528,CA,READM-30-PN-HRRP,,nan,0.973,14.7897,15.2003,,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-AMI-HRRP,,nan,0.9496,13.1663,13.8649,,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-COPD-HRRP,61.0,nan,0.9989,19.8364,19.8586,12.0,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-HF-HRRP,79.0,nan,1.0014,21.3991,21.3685,17.0,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0787,4.3578,4.0401,,2017-07-01,2019-12-01
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-PN-HRRP,107.0,nan,0.9544,15.207,15.9329,13.0,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-COPD-HRRP,,nan,0.9827,19.4421,19.784,,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-HF-HRRP,105.0,nan,0.9966,20.211,20.2804,21.0,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9392,3.6367,3.8722,,2017-07-01,2019-12-01
SUTTER DAVIS HOSPITAL,50537,CA,READM-30-PN-HRRP,,nan,0.912,14.682,16.0985,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,50541,CA,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-COPD-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-HF-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COLLEGE HOSPITAL COSTA MESA,50543,CA,READM-30-PN-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-HF-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-AMI-HRRP,272.0,nan,0.9069,12.7148,14.0199,29.0,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-CABG-HRRP,75.0,nan,1.0614,14.2354,13.4118,12.0,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-COPD-HRRP,203.0,nan,1.0412,20.3895,19.5823,45.0,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-HF-HRRP,554.0,nan,1.0239,21.7412,21.2347,122.0,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-HIP-KNEE-HRRP,1000.0,nan,0.9299,3.5286,3.7947,34.0,2017-07-01,2019-12-01
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-PN-HRRP,696.0,nan,1.095,18.4495,16.8493,135.0,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-AMI-HRRP,123.0,nan,1.0496,16.3698,15.5968,23.0,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-COPD-HRRP,141.0,nan,1.0808,21.2495,19.6606,37.0,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-HF-HRRP,181.0,nan,1.0452,21.0619,20.1511,41.0,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-HIP-KNEE-HRRP,,nan,1.1112,4.907,4.4159,,2017-07-01,2019-12-01
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-PN-HRRP,329.0,nan,1.0285,16.4146,15.9602,56.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-AMI-HRRP,244.0,nan,0.9413,14.9894,15.9236,33.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-CABG-HRRP,99.0,nan,1.0112,11.8835,11.7517,12.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-COPD-HRRP,308.0,nan,0.9535,18.5643,19.4697,53.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-HF-HRRP,531.0,nan,0.9297,20.6774,22.242,105.0,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-HIP-KNEE-HRRP,,nan,0.8616,3.6661,4.2549,,2017-07-01,2019-12-01
MEMORIAL MEDICAL CENTER,50557,CA,READM-30-PN-HRRP,488.0,nan,0.96,15.9634,16.6287,75.0,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - WEST LA,50561,CA,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-AMI-HRRP,246.0,nan,0.9861,14.1508,14.3506,34.0,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-CABG-HRRP,,nan,0.9453,11.2576,11.9096,,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-COPD-HRRP,170.0,nan,0.956,19.4138,20.3081,29.0,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-HF-HRRP,480.0,nan,1.0019,21.4319,21.3907,103.0,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-HIP-KNEE-HRRP,378.0,nan,1.1179,4.7592,4.2571,20.0,2017-07-01,2019-12-01
PROVIDENCE MISSION HOSPITAL,50567,CA,READM-30-PN-HRRP,738.0,nan,0.9141,14.8129,16.2042,103.0,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-AMI-HRRP,,nan,1.0354,16.4892,15.9248,,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-COPD-HRRP,116.0,nan,0.9728,19.3579,19.899,20.0,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-HF-HRRP,116.0,nan,1.0078,22.8238,22.6461,27.0,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-HIP-KNEE-HRRP,,nan,0.928,3.0214,3.2557,,2017-07-01,2019-12-01
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-PN-HRRP,,nan,0.9355,14.1921,15.1708,,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-AMI-HRRP,136.0,nan,1.0376,18.2189,17.5583,27.0,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-CABG-HRRP,,nan,0.9744,14.2417,14.6156,,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-COPD-HRRP,261.0,nan,1.0109,19.1723,18.9656,51.0,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-HF-HRRP,409.0,nan,1.0498,22.9234,21.8354,97.0,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9328,4.0693,4.3624,,2017-07-01,2019-12-01
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,50570,CA,READM-30-PN-HRRP,533.0,nan,1.0323,17.021,16.4892,93.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-AMI-HRRP,423.0,nan,1.0087,14.5389,14.4133,62.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-CABG-HRRP,105.0,nan,0.9846,11.7393,11.9232,12.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-COPD-HRRP,314.0,nan,0.9277,18.0078,19.4104,50.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-HF-HRRP,853.0,nan,0.9679,20.884,21.5774,176.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-HIP-KNEE-HRRP,1635.0,nan,0.6444,2.9853,4.6325,41.0,2017-07-01,2019-12-01
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-PN-HRRP,938.0,nan,0.9397,15.608,16.6097,142.0,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-AMI-HRRP,,nan,1.0394,20.9473,20.1531,,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-COPD-HRRP,72.0,nan,0.9981,21.0802,21.1213,15.0,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-HF-HRRP,89.0,nan,0.9952,22.8352,22.9455,20.0,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-PN-HRRP,224.0,nan,1.0247,18.8394,18.3847,44.0,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-AMI-HRRP,73.0,nan,1.0435,19.6313,18.8124,17.0,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-COPD-HRRP,107.0,nan,1.0007,21.4308,21.415,23.0,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-HF-HRRP,208.0,nan,0.9934,22.3285,22.4764,46.0,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0454,4.3932,4.2023,,2017-07-01,2019-12-01
LAKEWOOD REGIONAL MEDICAL CENTER,50581,CA,READM-30-PN-HRRP,224.0,nan,1.04,20.5447,19.7548,49.0,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-HF-HRRP,54.0,nan,1.0362,25.1105,24.234,16.0,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-PN-HRRP,155.0,nan,0.9991,16.172,16.1872,25.0,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-COPD-HRRP,52.0,nan,1.076,21.7153,20.1817,18.0,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-HF-HRRP,48.0,nan,1.0413,25.4013,24.3932,15.0,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9764,3.945,4.0402,,2017-07-01,2019-12-01
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,READM-30-PN-HRRP,213.0,nan,1.1865,22.9128,19.3116,62.0,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-COPD-HRRP,,nan,0.9877,17.7803,18.0013,,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-HF-HRRP,83.0,nan,0.9945,18.4929,18.5953,15.0,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-HIP-KNEE-HRRP,,nan,1.0037,3.7214,3.7078,,2017-07-01,2019-12-01
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-PN-HRRP,174.0,nan,1.0234,15.7196,15.3595,29.0,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-AMI-HRRP,,nan,0.9807,20.0647,20.4599,,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-COPD-HRRP,142.0,nan,1.0068,22.0912,21.9411,32.0,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-HF-HRRP,243.0,nan,1.0613,23.8625,22.4841,62.0,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-HIP-KNEE-HRRP,,nan,1.1437,5.2686,4.6067,,2017-07-01,2019-12-01
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-PN-HRRP,253.0,nan,0.9797,15.5958,15.9189,38.0,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-COPD-HRRP,95.0,nan,1.0386,20.6389,19.871,23.0,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-HF-HRRP,110.0,nan,1.0348,21.5926,20.8666,26.0,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,50597,CA,READM-30-PN-HRRP,188.0,nan,1.0907,17.9104,16.421,40.0,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-AMI-HRRP,169.0,nan,1.0121,17.3238,17.1175,30.0,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-CABG-HRRP,,nan,0.9047,11.0692,12.2356,,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-COPD-HRRP,230.0,nan,1.041,23.1544,22.2427,57.0,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-HF-HRRP,609.0,nan,0.9963,22.7014,22.7869,138.0,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-HIP-KNEE-HRRP,374.0,nan,1.0973,4.37,3.9825,18.0,2017-07-01,2019-12-01
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-PN-HRRP,312.0,nan,1.0284,18.8867,18.3645,61.0,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-AMI-HRRP,150.0,nan,0.9252,14.3649,15.526,17.0,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-CABG-HRRP,,nan,0.9222,10.2318,11.0947,,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-COPD-HRRP,135.0,nan,1.0271,18.9954,18.4936,28.0,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-HF-HRRP,359.0,nan,0.868,17.2617,19.8861,53.0,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-HIP-KNEE-HRRP,,nan,0.9216,3.9959,4.3358,,2017-07-01,2019-12-01
MEMORIALCARE SADDLEBACK MEDICAL CENTER,50603,CA,READM-30-PN-HRRP,349.0,nan,0.9708,14.922,15.3712,50.0,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,READM-30-PN-HRRP,,nan,0.9886,17.1435,17.3407,,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-COPD-HRRP,,nan,0.9657,17.7825,18.4138,,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-HF-HRRP,71.0,nan,1.0461,22.5749,21.5806,19.0,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ADVENTIST HEALTH DELANO,50608,CA,READM-30-PN-HRRP,111.0,nan,1.0659,16.6675,15.6371,23.0,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,50609,CA,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-AMI-HRRP,108.0,nan,1.0504,15.8399,15.0804,20.0,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-COPD-HRRP,239.0,nan,1.0185,20.6447,20.2691,51.0,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-HF-HRRP,338.0,nan,1.0585,24.2975,22.9551,86.0,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-HIP-KNEE-HRRP,,nan,1.2056,5.1712,4.2893,,2017-07-01,2019-12-01
HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-PN-HRRP,487.0,nan,1.0355,17.3495,16.7548,87.0,2017-07-01,2019-12-01
CEDARS-SINAI MEDICAL CENTER,50625,CA,READM-30-AMI-HRRP,634.0,nan,0.9476,17.3971,18.3592,107.0,2017-07-01,2019-12-01
CEDARS-SINAI MEDICAL CENTER,50625,CA,READM-30-CABG-HRRP,164.0,nan,0.9763,13.7361,14.0701,22.0,2017-07-01,2019-12-01
CEDARS-SINAI MEDICAL CENTER,50625,CA,READM-30-COPD-HRRP,451.0,nan,0.9858,23.1352,23.4674,103.0,2017-07-01,2019-12-01
CEDARS-SINAI MEDICAL CENTER,50625,CA,READM-30-HF-HRRP,2037.0,nan,1.0059,24.1826,24.041,493.0,2017-07-01,2019-12-01
CEDARS-SINAI MEDICAL CENTER,50625,CA,READM-30-HIP-KNEE-HRRP,1471.0,nan,1.0078,4.6132,4.5775,68.0,2017-07-01,2019-12-01
